planet,method,year,number,radius,mass,facility
K2-18 c,Radial Velocity,2017,2,NA,7.51,La Silla Observatory
K2-180 b,Transit,2018,1,2.31,NA,K2
K2-181 b,Transit,2018,1,2.84,NA,K2
K2-182 b,Transit,2018,1,2.76,NA,K2
K2-183 b,Transit,2018,3,2.599,NA,K2
K2-183 c,Transit,2018,3,2.87,NA,K2
K2-183 d,Transit,2018,3,2.86,NA,K2
K2-184 b,Transit,2018,1,1.55,NA,K2
K2-185 b,Transit,2018,1,1.313,NA,K2
K2-186 b,Transit,2018,1,3.172,NA,K2
K2-187 b,Transit,2018,4,1.3,NA,K2
K2-187 c,Transit,2018,4,1.8,NA,K2
K2-187 d,Transit,2018,4,3.17,NA,K2
K2-187 e,Transit,2018,4,2.38,NA,K2
K2-188 b,Transit,2018,2,1.35,NA,K2
K2-188 c,Transit,2018,2,2.83,NA,K2
K2-189 b,Transit,2018,2,1.52,NA,K2
K2-189 c,Transit,2018,2,2.5,NA,K2
K2-19 b,Transit,2015,3,7.74,NA,K2
K2-19 c,Transit,2015,3,4.86,NA,K2
K2-19 d,Transit,2016,3,1.14,NA,K2
K2-190 b,Transit,2018,2,1.357,NA,K2
K2-190 c,Transit,2018,2,1.093,NA,K2
K2-191 b,Transit,2018,1,1.579,NA,K2
K2-192 b,Transit,2018,1,1.52,NA,K2
K2-193 b,Transit,2018,1,3.95,NA,K2
K2-194 b,Transit,2018,1,3.642,NA,K2
K2-195 b,Transit,2018,2,3.13,NA,K2
K2-195 c,Transit,2018,2,2.576,NA,K2
K2-196 b,Transit,2018,1,3.6,NA,K2
K2-197 b,Transit,2018,1,2.56,NA,K2
K2-198 b,Transit,2018,3,4.189,NA,K2
K2-198 c,Transit,2019,3,1.423,NA,K2
K2-198 d,Transit,2019,3,2.438,NA,K2
K2-199 b,Transit,2018,2,1.87,NA,K2
K2-199 c,Transit,2018,2,2.78,NA,K2
K2-200 b,Transit,2018,1,1.364,NA,K2
K2-201 b,Transit,2018,2,1.4,NA,K2
K2-201 c,Transit,2018,2,3.286,NA,K2
K2-202 b,Transit,2018,1,2.302,NA,K2
K2-203 b,Transit,2018,1,1.371,NA,K2
K2-204 b,Transit,2018,1,3.046,NA,K2
K2-205 b,Transit,2018,1,1.996,NA,K2
K2-206 b,Transit,2018,1,2.795,NA,K2
K2-207 b,Transit,2018,1,2.606,NA,K2
K2-208 b,Transit,2018,1,1.679,NA,K2
K2-209 b,Transit,2018,1,0.869,NA,K2
K2-21 b,Transit,2015,2,1.84,NA,K2
K2-21 c,Transit,2015,2,2.49,NA,K2
K2-210 b,Transit,2018,1,0.819,NA,K2
K2-211 b,Transit,2018,1,1.375,NA,K2
K2-212 b,Transit,2018,1,2.52,NA,K2
K2-213 b,Transit,2018,1,1.514,NA,K2
K2-214 b,Transit,2018,1,2.43,NA,K2
K2-215 b,Transit,2018,1,2.124,NA,K2
K2-216 b,Transit,2018,1,1.75,8,K2
K2-217 b,Transit,2018,1,3.579,NA,K2
K2-218 b,Transit,2018,1,2.569,NA,K2
K2-219 b,Transit,2018,3,1.348,NA,K2
K2-219 c,Transit,2018,3,1.438,NA,K2
K2-219 d,Transit,2018,3,2.576,NA,K2
K2-22 b,Transit,2015,1,2.5,444.962,K2
K2-220 b,Transit,2018,1,2.39,NA,K2
K2-221 b,Transit,2018,1,1.679,NA,K2
K2-222 b,Transit,2018,1,2.39,NA,K2
K2-223 b,Transit,2018,2,0.89,NA,K2
K2-223 c,Transit,2018,2,1.57,NA,K2
K2-224 b,Transit,2018,2,1.56,NA,K2
K2-224 c,Transit,2018,2,2.41,NA,K2
K2-225 b,Transit,2018,1,3.49,NA,K2
K2-226 b,Transit,2018,1,1.54,NA,K2
K2-227 b,Transit,2018,1,1.666,NA,K2
K2-228 b,Transit,2018,1,1.21,NA,K2
K2-229 b,Transit,2018,2,1.14,NA,K2
K2-229 c,Transit,2018,2,2.03,NA,K2
K2-230 b,Transit,2018,1,1.96,NA,K2
K2-231 b,Transit,2018,1,2.5,NA,K2
K2-232 b,Transit,2018,1,11.209,126.49634,K2
K2-233 b,Transit,2018,3,1.398,NA,K2
K2-233 c,Transit,2018,3,1.335,NA,K2
K2-233 d,Transit,2018,3,2.64,NA,K2
K2-237 b,Transit,2018,1,18.405,392.83788,K2
K2-238 b,Transit,2018,1,14.572,273.3338,K2
K2-239 b,Transit,2018,3,1.1,NA,K2
K2-239 c,Transit,2018,3,1,NA,K2
K2-239 d,Transit,2018,3,1.1,NA,K2
K2-24 b,Transit,2016,2,5.4,19,K2
K2-24 c,Transit,2016,2,7.5,15.4,K2
K2-240 b,Transit,2018,2,2,NA,K2
K2-240 c,Transit,2018,2,1.8,NA,K2
K2-241 b,Transit,2018,1,2.55,NA,K2
K2-242 b,Transit,2018,1,2.54,NA,K2
K2-243 b,Transit,2018,2,2.17,NA,K2
K2-243 c,Transit,2018,2,2.01,NA,K2
K2-244 b,Transit,2018,1,1.75,NA,K2
K2-245 b,Transit,2018,1,4.34,NA,K2
K2-246 b,Transit,2018,1,3.49,NA,K2
K2-247 b,Transit,2018,2,2.12,NA,K2
K2-247 c,Transit,2018,2,2.19,NA,K2
K2-248 b,Transit,2018,1,2.57,NA,K2
K2-249 b,Transit,2018,1,2.79,NA,K2
K2-25 b,Transit,2015,1,3.43,NA,K2
K2-250 b,Transit,2018,1,2.44,NA,K2
K2-251 b,Transit,2018,1,2.35,NA,K2
K2-252 b,Transit,2018,1,1.74,NA,K2
K2-253 b,Transit,2018,1,12.67,NA,K2
K2-254 b,Transit,2018,2,1.63,NA,K2
K2-254 c,Transit,2018,2,2.19,NA,K2
K2-255 b,Transit,2018,1,2.9,NA,K2
K2-256 b,Transit,2018,1,2.63,NA,K2
K2-257 b,Transit,2018,1,0.83,NA,K2
K2-258 b,Transit,2018,1,3,NA,K2
K2-259 b,Transit,2018,1,2.32,NA,K2
K2-26 b,Transit,2016,1,2.67,NA,K2
K2-260 b,Transit,2018,1,17.396,451.3186,K2
K2-261 b,Transit,2018,1,9.528,70.87609,K2
K2-263 b,Transit,2018,1,2.41,14.8,K2
K2-264 b,Transit,2018,2,2.231,NA,K2
K2-264 c,Transit,2018,2,2.668,NA,K2
K2-265 b,Transit,2018,1,1.71,6.54,K2
K2-266 b,Transit,2018,4,3.3,11.26782,K2
K2-266 c,Transit,2018,4,0.705,0.29013,K2
K2-266 d,Transit,2018,4,2.93,8.9,K2
K2-266 e,Transit,2018,4,2.73,14.3,K2
K2-268 b,Transit,2018,2,1.41,NA,K2
K2-268 c,Transit,2018,2,2.69,NA,K2
K2-269 b,Transit,2018,1,1.57,NA,K2
K2-27 b,Transit,2016,1,4.48,30.9,K2
K2-270 b,Transit,2018,2,1.38,NA,K2
K2-270 c,Transit,2018,2,2.95,NA,K2
K2-271 b,Transit,2018,1,7.28,NA,K2
K2-272 b,Transit,2018,1,2.91,NA,K2
K2-273 b,Transit,2018,1,4.42,NA,K2
K2-274 b,Transit,2018,1,2.2,NA,K2
K2-275 b,Transit,2018,2,2.24,NA,K2
K2-275 c,Transit,2018,2,2.34,NA,K2
K2-276 b,Transit,2018,1,3.77,NA,K2
K2-277 b,Transit,2018,1,2.07,NA,K2
K2-278 b,Transit,2018,1,2.98,NA,K2
K2-279 b,Transit,2018,1,1.21,NA,K2
K2-28 b,Transit,2016,1,2.32,NA,K2
K2-280 b,Transit,2018,1,7.67,NA,K2
K2-281 b,Transit,2018,1,8.18,NA,K2
K2-282 b,Transit,2018,2,2.82,NA,K2
K2-283 b,Transit,2018,1,3.52,NA,K2
K2-284 b,Transit,2018,1,2.78,NA,K2
K2-285 b,Transit,2018,4,2.59,9.68,K2
K2-285 c,Transit,2018,4,3.53,15.68,K2
K2-285 d,Transit,2018,4,2.48,6.5,K2
K2-285 e,Transit,2018,4,1.95,10.7,K2
K2-286 b,Transit,2018,1,2.1,NA,K2
K2-287 b,Transit,2018,1,9.494,100.11645,K2
K2-288 B b,Transit,2018,1,1.9,NA,K2
K2-289 b,Transit,2019,1,9.1,NA,K2
K2-29 b,Transit,2016,1,13.339,232.0159,K2
K2-290 b,Transit,2019,2,3.06,10.9,K2
K2-290 c,Transit,2019,2,11.276,246.00042,K2
K2-291 b,Transit,2019,1,1.589,6.49,K2
K2-292 b,Transit,2019,1,2.63,24.5,K2
K2-293 b,Transit,2019,1,2.45,NA,K2
K2-294 b,Transit,2019,1,1.66,NA,K2
K2-295 b,Transit,2018,1,10.054,106.47305,K2
K2-3 b,Transit,2015,3,NA,6.48,K2
K2-3 c,Transit,2015,3,NA,2.14,K2
K2-3 d,Transit,2015,3,NA,2.8,K2
K2-30 b,Transit,2016,1,11.646,184.02357,K2
K2-308 b,Transit,2019,1,9.916,NA,K2
K2-31 b,Transit,2016,1,11.882,563.83042,K2
K2-315 b,Transit,2020,1,0.95,NA,K2
K2-316 b,Transit,2020,2,1.33,NA,K2
K2-316 c,Transit,2020,2,1.83,NA,K2
K2-317 b,Transit,2020,1,2.93,NA,K2
K2-318 b,Transit,2020,1,1.66,NA,K2
K2-319 b,Transit,2020,1,2.79,NA,K2
K2-32 b,Transit,2016,4,4.96,NA,K2
K2-32 c,Transit,2016,4,2.74,NA,K2
K2-32 d,Transit,2016,4,3.27,NA,K2
K2-32 e,Transit,2019,4,1.01,NA,K2
K2-320 b,Transit,2020,1,2.62,NA,K2
K2-321 b,Transit,2020,1,1.95,NA,K2
K2-322 b,Transit,2020,1,1.92,NA,K2
K2-323 b,Transit,2020,1,2.1,NA,K2
K2-324 b,Transit,2020,1,2.43,NA,K2
K2-325 b,Transit,2020,1,2.2,NA,K2
K2-326 b,Transit,2020,1,2.28,NA,K2
K2-33 b,Transit,2016,1,5.04,1175.971,K2
K2-34 b,Transit,2016,1,13.96,NA,K2
K2-35 b,Transit,2016,2,1.93,NA,K2
K2-35 c,Transit,2016,2,1.32,NA,K2
K2-36 b,Transit,2016,2,1.43,3.9,K2
K2-36 c,Transit,2016,2,3.2,7.8,K2
K2-37 b,Transit,2016,3,1.61,NA,K2
K2-37 c,Transit,2016,3,2.75,NA,K2
K2-37 d,Transit,2016,3,2.73,NA,K2
K2-38 b,Transit,2016,2,1.906,19.0698,K2
K2-38 c,Transit,2016,2,2.42,9.9,K2
K2-39 b,Transit,2016,1,6.277,28.6047,K2
K2-4 b,Transit,2015,1,2.1,NA,K2
K2-42 b,Transit,2016,1,2.15,NA,K2
K2-43 b,Transit,2016,2,4.51,NA,K2
K2-43 c,Transit,2019,2,2.42,NA,K2
K2-44 b,Transit,2016,1,2.72,NA,K2
K2-45 b,Transit,2016,1,6.71,NA,K2
K2-46 b,Transit,2016,1,2.05,NA,K2
K2-47 b,Transit,2016,1,1.89,NA,K2
K2-48 b,Transit,2016,1,2.24,NA,K2
K2-49 b,Transit,2016,1,1.93,NA,K2
K2-5 b,Transit,2015,2,1.91,NA,K2
K2-5 c,Transit,2015,2,2.26,NA,K2
K2-50 b,Transit,2016,2,1.59,NA,K2
K2-52 b,Transit,2016,1,18,NA,K2
K2-53 b,Transit,2016,1,2.6,NA,K2
K2-54 b,Transit,2016,1,1.15,NA,K2
K2-55 b,Transit,2016,1,3.82,NA,K2
K2-57 b,Transit,2016,1,2.1,NA,K2
K2-58 b,Transit,2016,3,2.68,NA,K2
K2-58 c,Transit,2016,3,1.62,NA,K2
K2-58 d,Transit,2016,3,1.71,NA,K2
K2-59 b,Transit,2016,2,2.41,NA,K2
K2-59 c,Transit,2016,2,2.3,NA,K2
K2-6 b,Transit,2015,1,2.5,NA,K2
K2-60 b,Transit,2016,1,7.656,135.39558,K2
K2-61 b,Transit,2016,1,2.48,NA,K2
K2-62 b,Transit,2016,2,2.14,NA,K2
K2-62 c,Transit,2016,2,2.14,NA,K2
K2-63 b,Transit,2016,2,3.22,NA,K2
K2-63 c,Transit,2016,2,3.9,NA,K2
K2-64 b,Transit,2016,1,2.07,NA,K2
K2-65 b,Transit,2016,1,1.58,NA,K2
K2-66 b,Transit,2016,1,2.49,21.3,K2
K2-68 b,Transit,2016,1,1.58,NA,K2
K2-69 b,Transit,2016,1,2.32,NA,K2
K2-7 b,Transit,2015,1,2.67,NA,K2
K2-70 b,Transit,2016,1,2.89,NA,K2
K2-71 b,Transit,2016,1,2.15,NA,K2
K2-72 b,Transit,2016,4,1.08,NA,K2
K2-72 c,Transit,2016,4,1.16,NA,K2
K2-72 d,Transit,2016,4,1.01,NA,K2
K2-72 e,Transit,2016,4,1.29,NA,K2
K2-73 b,Transit,2016,1,2.45,NA,K2
K2-74 b,Transit,2016,1,2.31,NA,K2
K2-75 b,Transit,2016,2,2.67,NA,K2
K2-75 c,Transit,2016,2,2.77,NA,K2
K2-77 b,Transit,2016,1,2.3,603.877,K2
K2-79 b,Transit,2016,1,3.69,NA,K2
K2-8 b,Transit,2015,2,3.58,NA,K2
K2-8 c,Transit,2016,2,2.41,NA,K2
K2-80 b,Transit,2016,3,2.01,NA,K2
K2-80 c,Transit,2016,3,1.47,NA,K2
K2-80 d,Transit,2018,3,2.552,NA,K2
K2-81 b,Transit,2016,1,1.97,NA,K2
K2-83 b,Transit,2016,2,1.244,NA,K2
K2-83 c,Transit,2016,2,1.483,NA,K2
K2-84 b,Transit,2016,2,2.41,NA,K2
K2-84 c,Transit,2016,2,2.03,NA,K2
K2-85 b,Transit,2016,1,1.01,NA,K2
K2-86 b,Transit,2016,1,1.96,NA,K2
K2-87 b,Transit,2016,1,7.6,NA,K2
K2-88 b,Transit,2016,1,1.23,NA,K2
K2-89 b,Transit,2016,1,0.615,NA,K2
K2-9 b,Transit,2015,1,2.25,NA,K2
K2-90 b,Transit,2016,2,2.6,NA,K2
K2-90 c,Transit,2016,2,1.3,NA,K2
K2-91 b,Transit,2016,1,1.1,NA,K2
K2-95 b,Transit,2016,1,3.88,NA,K2
K2-97 b,Transit,2016,1,10.61,NA,K2
K2-98 b,Transit,2016,1,5.2,NA,K2
K2-99 b,Transit,2016,1,11.73,NA,K2
KELT-1 b,Transit,2012,1,12.442,8654.15,KELT
KELT-10 b,Transit,2016,1,15.681,215.80657,KELT-South
KELT-11 b,Transit,2017,1,15.132,54.34893,KELT-South
KELT-12 b,Transit,2017,1,19.952,301.9385,KELT-North
KELT-14 b,Transit,2016,1,19.537,408.09372,KELT-South
KELT-15 b,Transit,2016,1,19.504,416.3573,KELT-South
KELT-16 b,Transit,2017,1,15.861,874.0325,KELT
KELT-17 b,Transit,2016,1,17.094,416.3573,KELT
KELT-18 b,Transit,2017,1,17.598,375.0394,KELT-North
KELT-19 A b,Transit,2017,1,21.409,1293.5681,KELT
KELT-2 A b,Transit,2012,1,15.132,540.311,KELT
KELT-20 b,Transit,2017,1,19.515,1074.90106,KELT-North
KELT-21 b,Transit,2018,1,17.777,1242.7153,KELT-North
KELT-23 A b,Transit,2019,1,14.83,298.12454,KELT-North
KELT-24 b,Transit,2019,1,14.258,1646.3594,KELT-North
KELT-3 b,Transit,2013,1,17.486,616.5902,KELT
KELT-4 A b,Transit,2016,1,19.044,286.68266,KELT
KELT-6 b,Transit,2014,2,14.572,165.2716,KELT
KELT-6 c,Radial Velocity,2015,2,NA,1179.1493,Multiple Observatories
KELT-7 b,Transit,2015,1,17.934,441.7837,KELT
KELT-8 b,Transit,2015,1,18.159,209.7678,KELT
KELT-9 b,Transit,2017,1,21.196,915.3504,KELT-North
KIC 10001893 b,Orbital Brightness Modulation,2014,3,NA,NA,Kepler
KIC 10001893 c,Orbital Brightness Modulation,2014,3,NA,NA,Kepler
KIC 10001893 d,Orbital Brightness Modulation,2014,3,NA,NA,Kepler
KIC 10525077 b,Transit,2015,1,5.5,NA,Kepler
KIC 3558849 b,Transit,2015,1,6.9,NA,Kepler
KIC 5095269 b,Eclipse Timing Variations,2017,1,NA,2445.06619,Kepler
KIC 5437945 b,Transit,2015,2,6.4,NA,Kepler
KIC 5951458 b,Transit,2015,1,6.6,NA,Kepler
KIC 7917485 b,Pulsation Timing Variations,2016,1,NA,3750.394,Kepler
KIC 8540376 b,Transit,2015,2,4.1,NA,Kepler
KIC 8540376 c,Transit,2015,2,2.4,NA,Kepler
KIC 9663113 b,Transit,2015,2,4.6,NA,Kepler
KMT-2016-BLG-0212L b,Microlensing,2018,1,NA,5700,KMTNet
KMT-2016-BLG-1107L b,Microlensing,2019,1,NA,1043,KMTNet
KMT-2016-BLG-1397L b,Microlensing,2018,1,NA,2200,KMTNet
KMT-2016-BLG-1820L b,Microlensing,2018,1,NA,1450,KMTNet
KMT-2016-BLG-1836L b,Microlensing,2019,1,NA,700,KMTNet
KMT-2016-BLG-2142L b,Microlensing,2018,1,NA,4923,KMTNet
KMT-2017-BLG-0165L b,Microlensing,2018,1,NA,34,KMTNet
KMT-2017-BLG-1038L b,Microlensing,2019,1,NA,640,KMTNet
KMT-2017-BLG-1146L b,Microlensing,2019,1,NA,230,KMTNet
KMT-2018-BLG-0029L b,Microlensing,2020,1,NA,7.59,KMTNet
KMT-2018-BLG-1292L b,Microlensing,2020,1,NA,1400,KMTNet
KMT-2018-BLG-1990L b,Microlensing,2019,1,NA,111,KMTNet
KMT-2019-BLG-1339L b,Microlensing,2020,1,NA,397,KMTNet
KMT-2019-BLG-1953L b,Microlensing,2020,1,NA,200,KMTNet
KOI-12 b,Transit,2015,2,13.787,349.613,Kepler
KOI-1257 b,Transit,2014,1,10.54,460.83,Kepler
KOI-13 b,Transit,2011,1,16.948,2949.4624,Kepler
KOI-142 b,Transit,2013,3,3.438,9.5,Kepler
KOI-142 c,Transit,2013,3,NA,214.1,Kepler
KOI-1599.01,Transit,2019,2,1.9,4.6,Kepler
KOI-1599.02,Transit,2019,2,1.9,9,Kepler
KOI-1783.01,Transit,2020,2,8.86,71,Kepler
KOI-1783.02,Transit,2020,2,5.44,15,Kepler
KOI-217 b,Transit,2010,1,12.442,NA,Kepler
KOI-351 b,Transit,2013,8,1.31,NA,Kepler
KOI-351 c,Transit,2013,8,1.19,NA,Kepler
KOI-351 d,Transit,2013,8,2.87,NA,Kepler
KOI-351 e,Transit,2013,8,2.66,NA,Kepler
KOI-351 f,Transit,2013,8,2.88,NA,Kepler
KOI-351 g,Transit,2013,8,8.1,NA,Kepler
KOI-351 h,Transit,2013,8,11.3,NA,Kepler
KOI-3680 b,Transit,2018,1,11.097,613.4119,Kepler
KOI-55 b,Orbital Brightness Modulation,2011,2,0.759,0.44,Kepler
KOI-55 c,Orbital Brightness Modulation,2011,2,0.867,0.655,Kepler
KOI-94 b,Transit,2013,4,1.71,10.5,Kepler
KOI-94 c,Transit,2013,4,4.32,15.6,Kepler
KOI-94 d,Transit,2013,4,11.27,106,Kepler
KOI-94 e,Transit,2013,4,6.56,35,Kepler
KPS-1 b,Transit,2018,1,11.545,346.4347,Acton Sky Portal Observatory
Kapteyn c,Radial Velocity,2014,1,NA,7,Multiple Observatories
Kepler-10 b,Transit,2011,2,1.481,4.60853,Kepler
Kepler-10 c,Transit,2011,2,NA,7.37,Kepler
Kepler-100 b,Transit,2014,3,1.32,7.34,Kepler
Kepler-100 c,Transit,2014,3,2.2,7.05,Kepler
Kepler-100 d,Transit,2014,3,1.61,3,Kepler
Kepler-1000 b,Transit,2016,1,4.76,NA,Kepler
Kepler-1001 b,Transit,2016,2,3.15,NA,Kepler
Kepler-1001 c,Transit,2020,2,1.578,NA,Kepler
Kepler-1002 b,Transit,2016,1,1.71,NA,Kepler
Kepler-1003 b,Transit,2016,1,1.78,NA,Kepler
Kepler-1004 b,Transit,2016,1,6.28,NA,Kepler
Kepler-1005 b,Transit,2016,1,1.5,NA,Kepler
Kepler-1006 b,Transit,2016,1,1.54,NA,Kepler
Kepler-1007 b,Transit,2016,1,1.44,NA,Kepler
Kepler-1008 b,Transit,2016,1,1.28,NA,Kepler
Kepler-1009 b,Transit,2016,1,2.17,NA,Kepler
Kepler-101 b,Transit,2014,2,5.77,51.1,Kepler
Kepler-101 c,Transit,2014,2,1.25,3.78,Kepler
Kepler-1010 b,Transit,2016,1,2.32,NA,Kepler
Kepler-1011 b,Transit,2016,1,2.87,NA,Kepler
Kepler-1012 b,Transit,2016,1,1.29,NA,Kepler
Kepler-1013 b,Transit,2016,1,2.15,NA,Kepler
Kepler-1014 b,Transit,2016,1,2.39,NA,Kepler
Kepler-1015 b,Transit,2016,1,3.55,NA,Kepler
Kepler-1016 b,Transit,2016,2,2.18,NA,Kepler
Kepler-1016 c,Transit,2016,2,3.68,NA,Kepler
Kepler-1017 b,Transit,2016,1,1.99,NA,Kepler
Kepler-1018 b,Transit,2016,1,2.58,NA,Kepler
Kepler-1019 b,Transit,2016,1,1.46,NA,Kepler
Kepler-102 b,Transit,2014,5,0.47,4.3,Kepler
Kepler-102 c,Transit,2014,5,0.58,3,Kepler
Kepler-102 d,Transit,2014,5,1.18,3.8,Kepler
Kepler-102 e,Transit,2013,5,2.22,8.93,Kepler
Kepler-102 f,Transit,2014,5,0.88,5.2,Kepler
Kepler-1020 b,Transit,2016,1,2.28,NA,Kepler
Kepler-1021 b,Transit,2016,1,2.33,NA,Kepler
Kepler-1022 b,Transit,2016,1,2.36,NA,Kepler
Kepler-1023 b,Transit,2016,1,2.63,NA,Kepler
Kepler-1024 b,Transit,2016,1,3.91,NA,Kepler
Kepler-1025 b,Transit,2016,1,1.98,NA,Kepler
Kepler-1026 b,Transit,2016,1,2.21,NA,Kepler
Kepler-1027 b,Transit,2016,1,0.89,NA,Kepler
Kepler-1028 b,Transit,2016,1,1.33,NA,Kepler
Kepler-1029 b,Transit,2016,1,1.26,NA,Kepler
Kepler-103 b,Transit,2014,2,3.37,9.7,Kepler
Kepler-103 c,Transit,2014,2,5.14,36.1,Kepler
Kepler-1030 b,Transit,2016,1,2.48,NA,Kepler
Kepler-1031 b,Transit,2016,1,0.87,NA,Kepler
Kepler-1032 b,Transit,2016,1,1.87,NA,Kepler
Kepler-1033 b,Transit,2016,1,2.51,NA,Kepler
Kepler-1034 b,Transit,2016,1,2.26,NA,Kepler
Kepler-1035 b,Transit,2016,1,1.17,NA,Kepler
Kepler-1036 b,Transit,2016,1,3.01,NA,Kepler
Kepler-1037 b,Transit,2016,1,1.28,NA,Kepler
Kepler-1038 b,Transit,2016,1,3.53,NA,Kepler
Kepler-1039 b,Transit,2016,1,1.46,NA,Kepler
Kepler-104 b,Transit,2014,3,3.1,NA,Kepler
Kepler-104 c,Transit,2014,3,3.13,NA,Kepler
Kepler-104 d,Transit,2014,3,3.58,NA,Kepler
Kepler-1040 b,Transit,2016,1,2.08,NA,Kepler
Kepler-1041 b,Transit,2016,1,2.94,NA,Kepler
Kepler-1042 b,Transit,2016,1,2.19,NA,Kepler
Kepler-1043 b,Transit,2016,1,2.55,NA,Kepler
Kepler-1044 b,Transit,2016,1,2.67,NA,Kepler
Kepler-1045 b,Transit,2016,1,2.69,NA,Kepler
Kepler-1046 b,Transit,2016,1,1.71,NA,Kepler
Kepler-1047 b,Transit,2016,2,2.09,NA,Kepler
Kepler-1047 c,Transit,2016,2,0.99,NA,Kepler
Kepler-1048 b,Transit,2016,1,1.61,NA,Kepler
Kepler-1049 b,Transit,2016,1,0.95,NA,Kepler
Kepler-105 b,Transit,2013,2,4.81,NA,Kepler
Kepler-105 c,Transit,2014,2,1.31,4.6,Kepler
Kepler-1050 b,Transit,2016,2,1.6,NA,Kepler
Kepler-1050 c,Transit,2016,2,1.48,NA,Kepler
Kepler-1051 b,Transit,2016,1,3.4,NA,Kepler
Kepler-1052 b,Transit,2016,1,2.93,NA,Kepler
Kepler-1053 b,Transit,2016,1,0.98,NA,Kepler
Kepler-1054 b,Transit,2016,1,2.63,NA,Kepler
Kepler-1055 b,Transit,2016,1,1.23,NA,Kepler
Kepler-1056 b,Transit,2016,1,3.01,NA,Kepler
Kepler-1057 b,Transit,2016,1,3.36,NA,Kepler
Kepler-1058 b,Transit,2016,1,2.72,NA,Kepler
Kepler-1059 b,Transit,2016,1,1.73,NA,Kepler
Kepler-106 b,Transit,2014,4,0.82,5.3,Kepler
Kepler-106 c,Transit,2014,4,2.5,10.44,Kepler
Kepler-106 d,Transit,2014,4,0.95,8.1,Kepler
Kepler-106 e,Transit,2014,4,2.56,11.17,Kepler
Kepler-1060 b,Transit,2016,1,2.38,NA,Kepler
Kepler-1061 b,Transit,2016,1,1.98,NA,Kepler
Kepler-1062 b,Transit,2016,1,1.76,NA,Kepler
Kepler-1063 b,Transit,2016,1,1.49,NA,Kepler
Kepler-1064 b,Transit,2016,1,1.55,NA,Kepler
Kepler-1065 b,Transit,2016,2,3.73,NA,Kepler
Kepler-1065 c,Transit,2016,2,1.6,NA,Kepler
Kepler-1066 b,Transit,2016,1,2.36,NA,Kepler
Kepler-1067 b,Transit,2016,1,0.8,NA,Kepler
Kepler-1068 b,Transit,2016,1,3.63,NA,Kepler
Kepler-1069 b,Transit,2016,1,1.6,NA,Kepler
Kepler-107 b,Transit,2014,4,1.536,3.51,Kepler
Kepler-107 c,Transit,2014,4,1.597,9.39,Kepler
Kepler-107 d,Transit,2014,4,0.86,3.8,Kepler
Kepler-107 e,Transit,2014,4,2.903,8.6,Kepler
Kepler-1070 b,Transit,2016,1,1.73,NA,Kepler
Kepler-1071 b,Transit,2016,1,2.38,NA,Kepler
Kepler-1072 b,Transit,2016,1,1.58,NA,Kepler
Kepler-1073 b,Transit,2016,2,2.3,NA,Kepler
Kepler-1073 c,Transit,2016,2,1.64,NA,Kepler
Kepler-1074 b,Transit,2016,1,1.25,NA,Kepler
Kepler-1075 b,Transit,2016,1,1.42,NA,Kepler
Kepler-1076 b,Transit,2016,1,0.8,NA,Kepler
Kepler-1077 b,Transit,2016,1,2.77,NA,Kepler
Kepler-1078 b,Transit,2016,1,1.9,NA,Kepler
Kepler-1079 b,Transit,2016,1,1.63,NA,Kepler
Kepler-108 b,Transit,2014,2,8.65,NA,Kepler
Kepler-108 c,Transit,2014,2,8.18,NA,Kepler
Kepler-1080 b,Transit,2016,1,3.28,NA,Kepler
Kepler-1081 b,Transit,2016,1,1.01,NA,Kepler
Kepler-1082 b,Transit,2016,1,1.12,NA,Kepler
Kepler-1083 b,Transit,2016,1,3.36,NA,Kepler
Kepler-1084 b,Transit,2016,1,1.11,NA,Kepler
Kepler-1085 b,Transit,2016,2,7.22,NA,Kepler
Kepler-1085 c,Transit,2020,2,3.268,NA,Kepler
Kepler-1086 b,Transit,2016,2,2.44,NA,Kepler
Kepler-1086 c,Transit,2016,2,2.94,NA,Kepler
Kepler-1087 b,Transit,2016,1,0.61,NA,Kepler
Kepler-1088 b,Transit,2016,1,1.42,NA,Kepler
Kepler-1089 b,Transit,2016,1,1.83,NA,Kepler
Kepler-109 b,Transit,2014,2,2.37,7.3,Kepler
Kepler-109 c,Transit,2014,2,2.52,21.8,Kepler
Kepler-1090 b,Transit,2016,1,2.25,NA,Kepler
Kepler-1091 b,Transit,2016,1,1.46,NA,Kepler
Kepler-1092 b,Transit,2016,1,2.07,NA,Kepler
Kepler-1093 b,Transit,2016,2,1.95,NA,Kepler
Kepler-1093 c,Transit,2016,2,1.96,NA,Kepler
Kepler-1094 b,Transit,2016,1,3.18,NA,Kepler
Kepler-1095 b,Transit,2016,1,1.21,NA,Kepler
Kepler-1096 b,Transit,2016,1,1.24,NA,Kepler
Kepler-1097 b,Transit,2016,1,3.26,NA,Kepler
Kepler-1098 b,Transit,2016,1,1.3,NA,Kepler
Kepler-1099 b,Transit,2016,1,2.83,NA,Kepler
Kepler-11 b,Transit,2010,6,1.8,1.9,Kepler
Kepler-11 c,Transit,2010,6,2.87,2.9,Kepler
Kepler-11 d,Transit,2010,6,3.12,7.3,Kepler
Kepler-11 e,Transit,2010,6,4.19,8,Kepler
Kepler-11 f,Transit,2010,6,2.49,2,Kepler
